fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,total_acidity,acid_to_sugar_ratio,bound_sulfur_dioxide,is_red
6.4,0.33,0.24,9.8,0.041,29.0,109.0,0.9956,3.29,0.47,10.1,6,6.970000000000001,0.7112237640573836,80.0,0
7.5,0.18,0.31,11.7,0.051,24.0,94.0,0.997,3.19,0.44,9.5,7,7.989999999999999,0.6829053992261546,70.0,0
6.5,0.39,0.6400000000000001,1.2,0.10800000000000001,14.0,74.0,0.9936,3.08,0.53,9.5,5,7.529999999999999,6.274947708769093,60.0,0
6.8,0.25,0.18,1.4,0.056,13.0,137.0,0.9935,3.11,0.42,9.5,5,7.2299999999999995,5.164248826794094,124.0,0
6.4,0.18,0.32,9.6,0.052,24.0,90.0,0.9963,3.35,0.49,9.4,6,6.9,0.7187492513028633,66.0,0
7.1,0.18,0.32,12.2,0.048,36.0,125.0,0.9967,2.92,0.54,9.4,6,7.6,0.6229503090571238,89.0,0
7.6,0.27,0.42,2.6,0.044,29.0,110.0,0.9912,3.31,0.51,12.7,6,8.29,3.188449275195095,81.0,0
9.2,0.23,0.35,10.7,0.037,34.0,145.0,0.9981,3.09,0.32,9.7,5,9.78,0.9140178373665072,111.0,0
7.9,0.28,0.41,4.9,0.058,31.0,153.0,0.9966,3.27,0.51,9.7,6,8.59,1.753057646821129,122.0,0
7.0,0.22,0.26,1.1,0.037,20.0,71.0,0.9902,3.1,0.38,11.7,6,7.4799999999999995,6.799938182380159,51.0,0
7.3,0.18,0.29,1.0,0.036,26.0,101.0,0.99,3.09,0.37,11.7,6,7.77,7.769922300776991,75.0,0
7.1,0.26,0.19,8.2,0.051,53.0,187.0,0.996,3.16,0.52,9.7,5,7.55,0.9207305844748971,134.0,0
6.6,0.25,0.42,11.3,0.049,77.0,231.0,0.9966,3.24,0.52,9.5,6,7.27,0.643362262511272,154.0,0
6.4,0.24,0.23,7.3,0.069,31.0,157.0,0.9962,3.25,0.53,9.1,5,6.870000000000001,0.9410946012402724,126.0,0
6.0,0.28,0.27,2.3,0.051,23.0,147.0,0.994,3.23,0.67,10.3,6,6.550000000000001,2.847813705157804,124.0,0
7.8,0.24,0.38,2.1,0.058,14.0,167.0,0.994,3.21,0.55,9.9,5,8.42,4.009504716644206,153.0,0
7.6,0.27,0.33,2.0,0.059,19.0,175.0,0.9944,3.22,0.56,9.9,5,8.2,4.099979500102499,156.0,0
7.7,0.39,0.34,10.0,0.056,35.0,178.0,0.9974,3.26,0.6,10.2,5,8.43,0.842999157000843,143.0,0
8.9,0.24,0.33,15.75,0.035,16.0,132.0,0.996,3.0,0.37,12.1,6,9.47,0.6012694595114544,116.0,0
6.6,0.23,0.24,3.9,0.045,36.0,138.0,0.9922,3.15,0.64,11.3,7,7.07,1.8128158645747063,102.0,0
7.1,0.26,0.3,2.0,0.031,13.0,128.0,0.9917,3.19,0.49,11.4,5,7.659999999999999,3.829980850095749,115.0,0
7.0,0.32,0.35,1.5,0.039,24.0,125.0,0.9918,3.17,0.64,12.2,6,7.67,5.113299244671702,101.0,0
7.4,0.24,0.26,1.6,0.058,53.0,150.0,0.9936,3.18,0.5,9.9,7,7.9,4.9374691408178695,97.0,0
6.9,0.21,0.33,1.4,0.056,35.0,136.0,0.9938,3.63,0.78,10.3,6,7.44,5.314247755373176,101.0,0
7.4,0.17,0.29,1.4,0.047,23.0,107.0,0.9939,3.52,0.65,10.4,6,7.86,5.61424561253134,84.0,0
8.5,0.28,0.34,13.8,0.041,32.0,161.0,0.9981,3.13,0.4,9.9,6,9.12,0.660869086326749,129.0,0
7.8,0.3,0.37,1.3,0.051,16.0,96.0,0.9941,3.32,0.62,10.0,5,8.469999999999999,6.515334497426942,80.0,0
8.1,0.25,0.38,3.8,0.051,18.0,129.0,0.9928,3.21,0.38,11.5,6,8.73,2.2973623753621704,111.0,0
7.7,0.28,0.29,6.9,0.041,29.0,163.0,0.9952,3.44,0.6,10.5,6,8.27,1.198548987610163,134.0,0
6.5,0.24,0.36,2.2,0.027,36.0,134.0,0.9898,3.28,0.36,12.5,7,7.1000000000000005,3.2272580579179184,98.0,0
7.0,0.22,0.32,1.6,0.045,40.0,120.0,0.9914,2.98,0.44,10.5,6,7.54,4.71247054705908,80.0,0
8.0,0.45,0.28,10.8,0.051,25.0,157.0,0.9957,3.06,0.47,11.4,7,8.729999999999999,0.808332584877236,132.0,0
6.9,0.23,0.33,12.8,0.056,44.0,169.0,0.998,3.42,0.42,9.8,6,7.460000000000001,0.5828120446780901,125.0,0
7.6,0.23,0.26,15.3,0.067,32.0,166.0,0.9986,3.03,0.44,9.2,4,8.09,0.5287578243412913,134.0,0
7.7,0.28,0.58,12.1,0.046,60.0,177.0,0.9983,3.08,0.46,8.9,5,8.56,0.707437431869891,117.0,0
7.7,0.27,0.61,12.0,0.046,64.0,179.0,0.9982,3.07,0.46,8.9,5,8.58,0.7149994041671632,115.0,0
7.1,0.2,0.36,11.6,0.042,45.0,124.0,0.997,2.92,0.59,9.5,7,7.66,0.6603442583239153,79.0,0
6.9,0.25,0.35,9.2,0.034,42.0,150.0,0.9947,3.21,0.36,11.5,6,7.5,0.815216505199451,108.0,0
8.4,0.2,0.31,2.8,0.054,16.0,89.0,0.99416,2.96,0.45,9.5,6,8.91,3.1821314923875272,73.0,0
6.5,0.39,0.35,1.6,0.049,10.0,164.0,0.99516,3.35,0.51,9.7,5,7.239999999999999,4.524971718926756,154.0,0
7.2,0.23,0.38,6.1,0.067,20.0,90.0,0.99496,3.17,0.79,9.7,5,7.8100000000000005,1.2803257699577544,70.0,0
6.9,0.44,0.42,8.5,0.048,10.0,147.0,0.9974,3.32,0.46,9.5,6,7.760000000000001,0.9129401024234091,137.0,0
7.1,0.28,0.19,7.8,0.04,48.0,184.0,0.99579,3.16,0.5,9.4,5,7.57,0.9705115762672101,136.0,0
6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,4,6.94,0.46577149948221513,125.0,0
6.1,0.15,0.29,6.2,0.046,39.0,151.0,0.99471,3.6,0.44,10.6,6,6.54,1.054837008327406,112.0,0
7.2,0.29,0.18,8.2,0.042,41.0,180.0,0.99644,3.16,0.49,9.1,5,7.67,0.9353647129698623,139.0,0
6.1,0.23,0.45,10.6,0.094,49.0,169.0,0.99699,3.05,0.54,8.8,5,6.78,0.6396220380924169,120.0,0
6.7,0.23,0.42,11.2,0.047,52.0,171.0,0.99758,3.54,0.74,10.4,5,7.3500000000000005,0.6562494140630233,119.0,0
7.0,0.36,0.14,11.6,0.043,35.0,228.0,0.9977,3.13,0.51,8.9,5,7.5,0.6465511667662356,193.0,0
7.5,0.31,0.24,7.1,0.031,28.0,141.0,0.99397,3.16,0.38,10.6,7,8.049999999999999,1.1338012199982817,113.0,0
7.4,0.2,0.29,1.7,0.047,16.0,100.0,0.99243,3.28,0.45,10.6,6,7.890000000000001,4.641149169710767,84.0,0
6.3,0.27,0.18,7.7,0.048,45.0,186.0,0.9962,3.23,0.47,9.0,5,6.75,0.8766222381529375,141.0,0
9.2,0.34,0.54,16.05,0.06,46.0,235.0,1.00182,3.08,0.61,8.8,6,10.079999999999998,0.6280369918772635,189.0,0
7.4,0.18,0.29,1.4,0.042,34.0,101.0,0.99384,3.54,0.6,10.5,7,7.87,5.621388418654153,67.0,0
7.2,0.29,0.2,7.7,0.046,51.0,174.0,0.99582,3.16,0.52,9.5,5,7.69,0.9987000016883095,123.0,0
6.2,0.26,0.19,3.4,0.049,47.0,172.0,0.9924,3.14,0.43,10.4,6,6.65,1.9558766003629402,125.0,0
7.3,0.21,0.21,1.6,0.046,35.0,133.0,0.99466,3.38,0.46,10.0,6,7.72,4.824969843938475,98.0,0
7.1,0.14,0.35,1.4,0.039,24.0,128.0,0.99212,2.97,0.68,10.4,5,7.589999999999999,5.4213898472153765,104.0,0
7.2,0.39,0.54,1.4,0.10800000000000001,34.0,132.0,0.99449,3.11,0.53,9.0,6,8.129999999999999,5.8071013778473,98.0,0
7.6,0.48,0.28,10.4,0.049,57.0,205.0,0.99748,3.24,0.45,9.3,5,8.36,0.8038453809179029,148.0,0
6.5,0.36,0.31,4.1,0.061,20.0,134.0,0.99475,3.18,0.45,9.0,6,7.17,1.7487762224970187,114.0,0
8.5,0.25,0.31,2.8,0.032,11.0,61.0,0.99189,3.06,0.44,11.5,6,9.06,3.235702729633109,50.0,0
6.9,0.3,0.21,15.7,0.056,49.0,159.0,0.99827,3.11,0.48,9.0,5,7.41,0.47197422167247033,110.0,0
6.6,0.19,0.43,10.9,0.045,53.0,154.0,0.99752,3.52,0.77,10.4,6,7.22,0.6623847134085198,101.0,0
9.4,0.42,0.32,6.5,0.027,20.0,167.0,0.99479,3.08,0.43,10.6,5,10.14,1.5599976000036926,147.0,0
6.3,0.2,0.3,5.9,0.034,35.0,152.0,0.99642,3.47,0.4,8.5,6,6.8,1.152540419423018,117.0,0
8.5,0.19,0.56,16.05,0.055,47.0,169.0,1.00047,3.07,0.67,9.3,6,9.25,0.5763236284587985,122.0,0
7.3,0.19,0.25,1.4,0.051,41.0,107.0,0.99382,3.53,0.66,10.5,7,7.74,5.5285319390575784,66.0,0
6.7,0.25,0.26,13.5,0.06,50.0,156.0,0.99784,3.39,0.46,9.9,6,7.21,0.5340736784639419,106.0,0
6.2,0.25,0.28,8.5,0.035,28.0,108.0,0.99486,3.4,0.42,10.4,6,6.73,0.7917637743955597,80.0,0
6.1,0.46,0.32,6.2,0.053,10.0,94.0,0.99537,3.35,0.47,10.1,5,6.88,1.1096756295554362,84.0,0
7.5,0.29,0.26,14.95,0.067,47.0,178.0,0.99838,3.04,0.49,9.2,4,8.05,0.5384611782868374,131.0,0
6.7,0.31,0.18,7.7,0.043,57.0,200.0,0.99566,3.17,0.44,9.4,6,7.1899999999999995,0.9337650210843882,143.0,0
7.4,0.14,0.3,1.3,0.033,25.0,91.0,0.99268,3.53,0.39,10.6,6,7.84,6.030722840593533,66.0,0
7.1,0.4,0.52,1.3,0.10800000000000001,45.0,149.0,0.99468,3.08,0.56,8.7,5,8.02,6.169183313974507,104.0,0
6.4,0.16,0.25,1.3,0.047,20.0,77.0,0.9933,3.61,0.54,10.2,6,6.8100000000000005,5.238421242913516,57.0,0
6.3,0.16,0.22,1.3,0.046,18.0,66.0,0.99307,3.61,0.55,10.3,6,6.68,5.138422012138368,48.0,0
7.4,0.33,0.26,15.6,0.049,67.0,210.0,0.99907,3.06,0.68,9.5,5,7.99,0.5121791588595136,143.0,0
6.6,0.41,0.24,4.9,0.10800000000000001,47.0,144.0,0.99471,3.17,0.49,9.4,5,7.25,1.4795888171656792,97.0,0
6.7,0.43,0.23,5.0,0.10800000000000001,49.0,145.0,0.99471,3.17,0.49,9.4,5,7.36,1.4719970560058881,96.0,0
7.3,0.4,0.28,6.5,0.037,26.0,97.0,0.99148,3.16,0.58,12.6,7,7.98,1.227690418937817,71.0,0
7.4,0.18,0.24,1.4,0.047,21.0,106.0,0.99383,3.52,0.64,10.5,7,7.82,5.585674388040085,85.0,0
8.6,0.17,0.28,2.7,0.047,38.0,150.0,0.99365,3.1,0.56,10.8,6,9.049999999999999,3.3518394376317118,112.0,0
6.5,0.32,0.23,1.2,0.054,39.0,208.0,0.99272,3.18,0.46,9.9,6,7.050000000000001,5.87495104207465,169.0,0
7.0,0.32,0.31,6.4,0.031,38.0,115.0,0.99235,3.38,0.58,12.2,7,7.63,1.1921856372099418,77.0,0
7.5,0.42,0.19,6.9,0.041,62.0,150.0,0.99508,3.23,0.37,10.0,6,8.11,1.1753606154193978,88.0,0
6.9,0.28,0.31,7.2,0.04,47.0,168.0,0.9946,3.29,0.57,10.6,7,7.49,1.0402763329495377,121.0,0
6.5,0.29,0.42,10.6,0.042,66.0,202.0,0.99674,3.24,0.53,9.5,6,7.21,0.6801880375584551,136.0,0
6.3,0.41,0.18,3.5,0.027,23.0,109.0,0.99018,3.34,0.54,12.8,8,6.89,1.9685658040977025,86.0,0
7.3,0.3,0.33,2.3,0.043,28.0,125.0,0.99084,3.34,0.44,12.6,7,7.93,3.447811096473494,97.0,0
6.6,0.22,0.28,12.05,0.058,25.0,125.0,0.99856,3.45,0.45,9.4,5,7.1,0.5892111292853699,100.0,0
6.0,0.26,0.18,7.0,0.055,50.0,194.0,0.99591,3.21,0.43,9.0,5,6.4399999999999995,0.9199986857161633,144.0,0
6.9,0.44,0.18,11.8,0.051,26.0,126.0,0.9975,3.23,0.48,9.1,5,7.5200000000000005,0.6372875955189868,100.0,0
7.5,0.42,0.2,1.4,0.06,15.0,168.0,0.9944,3.06,0.4,9.4,6,8.12,5.7999585717244875,153.0,0
7.0,0.36,0.3,5.0,0.04,40.0,143.0,0.99173,3.33,0.42,12.2,7,7.66,1.531996936006128,103.0,0
5.6,0.295,0.2,2.2,0.049,18.0,134.0,0.99378,3.21,0.68,10.0,5,6.095,2.770441952536579,116.0,0
6.8,0.21,0.55,14.6,0.053,34.0,159.0,0.99805,2.93,0.44,9.2,5,7.56,0.5178078645151613,125.0,0
9.4,0.28,0.3,1.6,0.045,36.0,139.0,0.99534,3.11,0.49,9.3,5,9.98,6.23746101586865,103.0,0
8.1,0.28,0.34,1.3,0.035,11.0,126.0,0.99232,3.14,0.5,9.8,6,8.719999999999999,6.707640710456072,115.0,0
7.0,0.22,0.26,2.8,0.036,44.0,132.0,0.99078,3.34,0.41,12.0,7,7.4799999999999995,2.671419030646319,88.0,0
6.8,0.32,0.3,3.3,0.029,15.0,80.0,0.99061,3.33,0.63,12.6,7,7.42,2.248478034915046,65.0,0
7.0,0.19,0.33,6.3,0.032,42.0,127.0,0.99182,3.31,0.38,12.2,6,7.5200000000000005,1.1936488989700018,85.0,0
7.7,0.42,0.38,8.1,0.061,49.0,144.0,0.9966,3.4,0.58,11.0,6,8.500000000000002,1.049381420516765,95.0,0
7.4,0.2,0.31,1.6,0.038,34.0,116.0,0.9912,3.25,0.39,12.0,7,7.91,4.9437191017556135,82.0,0
7.5,0.24,0.62,10.6,0.045,51.0,153.0,0.99779,3.16,0.44,8.8,5,8.36,0.7886785012466969,102.0,0
7.5,0.26,0.59,11.8,0.046,58.0,164.0,0.99814,3.17,0.46,8.9,4,8.35,0.7076265189605772,106.0,0
6.6,0.4,0.32,1.7,0.035,39.0,84.0,0.99096,3.59,0.48,12.7,7,7.32,4.305857024370445,45.0,0
8.0,0.2,0.3,8.1,0.037,42.0,130.0,0.99379,3.1,0.67,11.8,6,8.5,1.0493814205167649,88.0,0
4.6,0.445,0.0,1.4,0.053,11.0,178.0,0.99426,3.66,0.55,10.2,5,5.045,3.6035456889593647,167.0,0
6.1,0.41,0.04,1.3,0.036,23.0,121.0,0.99228,3.24,0.61,9.9,6,6.55,5.03842278136322,98.0,0
7.6,0.2,0.34,1.8,0.041,42.0,148.0,0.99335,3.35,0.66,11.1,6,8.14,4.522197098905006,106.0,0
6.9,0.3,0.21,7.2,0.045,54.0,190.0,0.99595,3.22,0.48,9.4,5,7.41,1.0291652372705038,136.0,0
7.0,0.35,0.17,1.1,0.049,7.0,119.0,0.99297,3.13,0.36,9.7,6,7.52,6.836301488168288,112.0,0
6.9,0.35,0.55,11.95,0.038,22.0,111.0,0.99687,3.11,0.29,9.7,5,7.8,0.6527191190634988,89.0,0
7.6,0.3,0.4,2.2,0.054,29.0,175.0,0.99445,3.19,0.53,9.8,5,8.299999999999999,3.77271012404489,146.0,0
7.5,0.38,0.29,12.7,0.05,25.0,209.0,0.9986,3.25,0.59,9.3,6,8.17,0.643306580073559,184.0,0
7.5,0.3,0.32,1.4,0.032,31.0,161.0,0.99154,2.95,0.42,10.5,5,8.12,5.7999585717244875,130.0,0
6.3,0.4,0.32,10.6,0.049,38.0,209.0,0.9981,3.47,0.59,9.3,6,7.0200000000000005,0.6622635261664849,171.0,0
6.8,0.37,0.28,1.9,0.024,64.0,106.0,0.98993,3.45,0.6,12.6,8,7.45,3.92103199456845,42.0,0
7.5,0.23,0.35,16.05,0.058,78.5,212.0,1.00241,3.44,0.43,8.9,5,8.08,0.5034264776159018,133.5,0
8.3,0.27,0.34,10.2,0.048,50.0,118.0,0.99716,3.18,0.51,10.3,5,8.91,0.8735285553641615,68.0,0
6.8,0.26,0.22,4.8,0.041,78.5,198.0,0.99437,3.29,0.67,10.6,5,7.279999999999999,1.5166635069510273,119.5,0
6.5,0.28,0.35,9.8,0.067,61.0,180.0,0.9972,3.15,0.57,9.0,4,7.13,0.7275502780099203,119.0,0
7.2,0.34,0.3,8.4,0.051,40.0,167.0,0.99756,3.48,0.62,9.7,5,7.84,0.933332222223545,127.0,0
7.0,0.23,0.26,7.2,0.041,21.0,90.0,0.99509,3.22,0.55,9.5,6,7.49,1.0402763329495377,69.0,0
7.7,0.29,0.29,4.8,0.06,27.0,156.0,0.99572,3.49,0.59,10.3,6,8.28,1.724996406257487,129.0,0
7.7,0.4,0.27,4.5,0.034,27.0,95.0,0.99175,3.21,0.59,12.3,8,8.37,1.8599958666758518,68.0,0
6.7,0.17,0.27,1.4,0.032,39.0,149.0,0.99254,3.4,0.52,10.5,5,7.140000000000001,5.099963571688774,110.0,0
8.1,0.24,0.26,11.0,0.043,41.0,211.0,0.99676,3.11,0.49,10.0,6,8.6,0.7818174710750263,170.0,0
7.7,0.28,0.63,11.1,0.039,58.0,179.0,0.9979,3.08,0.44,8.8,4,8.610000000000001,0.7756749768693904,121.0,0
7.5,0.23,0.29,2.6,0.031,24.0,98.0,0.99194,3.0,0.54,10.9,6,8.02,3.084603520755689,74.0,0
8.3,0.26,0.31,2.0,0.029,14.0,141.0,0.99077,2.95,0.77,12.2,6,8.870000000000001,4.434977825110875,127.0,0
7.9,0.46,0.4,10.1,0.10800000000000001,19.0,184.0,0.99782,3.06,0.62,9.5,5,8.760000000000002,0.8673258739347784,165.0,0
7.9,0.31,0.22,13.3,0.048,46.0,212.0,0.99942,3.47,0.59,10.0,5,8.430000000000001,0.6338341098991656,166.0,0
7.9,0.25,0.34,11.4,0.04,53.0,202.0,0.99708,3.11,0.57,9.6,6,8.49,0.7447361888279046,149.0,0
6.1,0.28,0.16,1.3,0.06,36.0,126.0,0.99353,3.13,0.46,8.7,6,6.54,5.030730532842055,90.0,0
7.0,0.18,0.26,1.4,0.044,46.0,89.0,0.99256,3.39,0.48,10.7,7,7.4399999999999995,5.3142477553731755,43.0,0
6.5,0.21,0.28,1.4,0.046,26.0,66.0,0.99199,3.43,0.48,11.1,6,6.99,4.992821479846572,40.0,0
7.6,0.48,0.33,7.0,0.024,14.0,130.0,0.9918,3.25,0.45,12.5,7,8.41,1.2014268551044929,116.0,0
7.1,0.34,0.32,2.0,0.051,29.0,130.0,0.99354,3.3,0.5,10.4,6,7.76,3.8799806000969994,101.0,0
8.9,0.21,0.37,1.2,0.028,20.0,93.0,0.99244,3.2,0.37,11.5,5,9.48,7.899934167215274,73.0,0
7.4,0.32,0.27,12.9,0.04,60.0,221.0,0.99831,3.05,0.66,9.4,5,7.99,0.6193793648221978,161.0,0
6.0,0.495,0.27,5.0,0.10800000000000001,17.0,129.0,0.99396,3.03,0.36,9.3,5,6.765000000000001,1.3529972940054122,112.0,0
8.1,0.25,0.34,10.1,0.05,30.0,121.0,0.99724,3.17,0.49,10.1,6,8.69,0.8603951877275369,91.0,0
8.2,0.25,0.46,3.75,0.05,14.0,102.0,0.99524,3.28,0.58,9.7,5,8.91,2.375993664016896,88.0,0
6.5,0.18,0.29,1.7,0.035,39.0,144.0,0.9927,3.49,0.5,10.5,6,6.97,4.0999758824948085,105.0,0
6.7,0.24,0.26,12.6,0.053,44.0,182.0,0.99802,3.42,0.42,9.7,5,7.2,0.5714281179141921,138.0,0
6.6,0.32,0.24,1.3,0.06,42.5,204.0,0.99512,3.59,0.51,9.2,5,7.16,5.507649941154298,161.5,0
7.6,0.32,0.35,1.6,0.092,24.0,138.0,0.99438,3.19,0.44,9.8,5,8.27,5.1687176955144025,114.0,0
7.4,0.33,0.44,7.6,0.05,40.0,227.0,0.99679,3.12,0.52,9.0,5,8.17,1.074998585528177,187.0,0
7.2,0.3,0.3,8.1,0.05,40.0,188.0,0.99652,3.15,0.49,9.1,6,7.8,0.9629617741212666,148.0,0
7.4,0.34,0.3,14.9,0.037,70.0,169.0,0.99698,3.25,0.37,10.4,6,8.040000000000001,0.5395969532906354,99.0,0
6.1,0.16,0.29,6.0,0.03,29.0,144.0,0.99474,3.66,0.46,10.7,6,6.55,1.0916648472252546,115.0,0
6.3,0.1,0.24,6.0,0.039,25.0,107.0,0.99511,3.59,0.49,10.5,7,6.64,1.1066648222252964,82.0,0
6.2,0.45,0.6400000000000001,7.2,0.099,47.0,202.0,0.99582,3.21,0.43,9.2,5,7.290000000000001,1.0124985937519533,155.0,0
6.0,0.33,0.18,3.0,0.036,5.0,85.0,0.99125,3.28,0.4,11.5,4,6.51,2.1699927666907777,80.0,0
7.6,0.48,0.37,1.2,0.034,5.0,57.0,0.99256,3.05,0.54,10.4,3,8.45,7.041607986600111,52.0,0
7.2,0.2,0.3,2.0,0.039,43.0,188.0,0.9911,3.3,0.41,12.0,6,7.7,3.8499807500962495,145.0,0
7.0,0.32,0.29,4.9,0.036,41.0,150.0,0.99168,3.38,0.43,12.2,6,7.61,1.5530580549835613,109.0,0
7.0,0.22,0.29,8.9,0.05,24.0,90.0,0.99556,3.29,0.46,9.8,6,7.51,0.8438192766075544,66.0,0
9.4,0.23,0.56,16.05,0.063,52.5,272.125,1.00098,3.1,0.51,9.3,5,10.190000000000001,0.6348905701616386,219.625,0
6.4,0.27,0.19,2.0,0.084,21.0,191.0,0.99516,3.49,0.63,9.6,4,6.86,3.4299828500857497,170.0,0
6.4,0.27,0.19,1.9,0.085,21.0,196.0,0.99516,3.49,0.64,9.5,4,6.86,3.6105073131194048,175.0,0
7.0,0.23,0.42,5.1,0.042,37.0,144.0,0.99518,3.5,0.59,10.2,6,7.65,1.4999970588292968,107.0,0
6.9,0.15,0.28,4.4,0.029,14.0,107.0,0.99347,3.24,0.46,10.4,8,7.330000000000001,1.6659053047606713,93.0,0
6.7,0.26,0.29,5.8,0.025,26.0,74.0,0.9929,3.28,0.53,11.0,6,7.25,1.249997844831302,48.0,0
7.6,0.2,0.6400000000000001,12.9,0.042,56.0,160.0,0.99841,3.05,0.41,8.7,5,8.44,0.6542630587108071,104.0,0
6.9,0.3,0.29,1.3,0.053,24.0,189.0,0.99362,3.29,0.54,9.9,4,7.49,5.761494142352751,165.0,0
6.9,0.3,0.3,1.3,0.053,24.0,186.0,0.99361,3.29,0.54,9.9,4,7.5,5.769186390873916,162.0,0
7.6,0.21,0.35,1.2,0.041,7.0,106.0,0.9914,3.06,0.45,11.3,4,8.16,6.799943333805552,99.0,0
6.8,0.46,0.26,2.7,0.042,28.0,83.0,0.99114,3.38,0.51,12.0,8,7.52,2.785174869722704,55.0,0
7.0,0.28,0.26,1.7,0.042,34.0,130.0,0.9925,3.43,0.5,10.7,8,7.54,4.43526802783513,96.0,0
6.5,0.24,0.29,8.2,0.043,32.0,156.0,0.99453,3.13,0.7,10.1,6,7.03,0.857316027663381,124.0,0
6.4,0.17,0.34,1.5,0.091,42.0,135.0,0.9938,3.25,0.49,9.6,7,6.91,4.606635955760295,93.0,0
6.4,0.17,0.34,1.5,0.093,43.0,136.0,0.9938,3.25,0.49,9.6,6,6.91,4.606635955760295,93.0,0
6.3,0.6799999999999999,0.55,12.9,0.056,58.0,252.0,0.99806,3.29,0.49,8.7,5,7.529999999999999,0.5837204777360637,194.0,0
7.0,0.27,0.29,3.9,0.059,28.0,199.0,0.9961,3.54,0.59,10.3,5,7.56,1.9384565680600818,171.0,0
8.4,0.3,0.25,16.05,0.047,25.0,218.0,1.00016,2.98,0.66,9.1,5,8.950000000000001,0.5576320513195943,193.0,0
6.5,0.19,0.27,4.9,0.037,13.0,101.0,0.9916,3.17,0.41,11.8,6,6.960000000000001,1.4204052644790524,88.0,0
8.0,0.36,0.39,1.6,0.024,26.0,93.0,0.99116,3.15,0.49,11.9,6,8.75,5.468715820526121,67.0,0
6.1,0.16,0.24,1.4,0.046,17.0,77.0,0.99319,3.66,0.57,10.3,6,6.5,4.642823979828716,60.0,0
9.2,0.19,0.42,2.0,0.047,16.0,104.0,0.99517,3.09,0.66,10.0,4,9.809999999999999,4.904975475122623,88.0,0
9.2,0.16,0.49,2.0,0.044,18.0,107.0,0.99514,3.1,0.53,10.2,4,9.85,4.924975375123124,89.0,0
8.0,0.26,0.28,8.2,0.038,72.0,202.0,0.99566,3.12,0.56,10.0,6,8.54,1.0414621445583603,130.0,0
8.8,0.33,0.36,2.1,0.034,19.0,125.0,0.99166,2.96,0.855,12.7,6,9.49,4.519026099875715,106.0,0
9.65,0.16,0.46,1.8,0.046,23.0,130.0,0.99587,3.04,0.67,9.6,5,10.270000000000001,5.705523858200788,107.0,0
6.6,0.23,0.18,8.5,0.044,59.0,188.0,0.99558,3.16,0.49,9.5,5,7.01,0.8247049121118681,129.0,0
7.9,0.44,0.26,4.45,0.033,23.0,100.0,0.99117,3.17,0.52,12.7,6,8.6,1.9325799267866814,77.0,0
7.6,0.31,0.27,5.8,0.036,23.0,109.0,0.99399,3.34,0.54,11.0,6,8.18,1.4103423959613863,86.0,0
7.5,0.6799999999999999,0.1,13.0,0.044,44.0,214.0,0.99741,3.1,0.5,9.1,5,8.28,0.6369225869826254,170.0,0
7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,4,7.59,2.8111006996270382,88.0,0
7.0,0.16,0.26,7.3,0.047,30.0,220.0,0.99622,3.38,0.58,10.1,6,7.42,1.0164369637849813,190.0,0
8.0,0.27,0.25,16.05,0.045,50.0,208.0,1.00051,3.05,0.5,9.2,6,8.52,0.5308407907534014,158.0,0
6.3,0.38,0.17,8.8,0.08,50.0,212.0,0.99803,3.47,0.66,9.4,4,6.85,0.7784082063543108,162.0,0
6.2,0.38,0.18,7.4,0.095,28.0,195.0,0.99773,3.53,0.71,9.2,4,6.76,0.9135122790374607,167.0,0
8.2,0.24,0.3,2.3,0.05,23.0,106.0,0.99397,2.98,0.5,10.0,5,8.74,3.7999834783327033,83.0,0
7.0,0.16,0.26,6.85,0.047,30.0,220.0,0.99622,3.38,0.58,10.1,6,7.42,1.0832100975035075,190.0,0
7.3,0.6799999999999999,0.09,11.4,0.044,45.0,204.0,0.99713,3.15,0.46,9.0,5,8.07,0.7078941158823545,159.0,0
6.3,0.41,0.16,0.9,0.032,25.0,98.0,0.99274,3.16,0.42,9.5,5,6.87,7.633248519460895,73.0,0
6.1,0.36,0.41,16.05,0.07,67.0,207.0,1.00118,3.39,0.53,9.1,5,6.87,0.42803711648777787,140.0,0
8.1,0.4,0.32,7.9,0.031,23.0,118.0,0.99176,3.05,0.46,13.3,7,8.82,1.116454282969262,95.0,0
6.8,0.26,0.43,11.75,0.045,53.0,198.0,0.9969,3.26,0.55,9.5,5,7.489999999999999,0.6374462660031779,145.0,0
6.2,0.44,0.18,7.7,0.096,28.0,210.0,0.99771,3.56,0.72,9.2,5,6.82,0.8857131354374865,182.0,0
7.2,0.24,0.29,3.0,0.036,17.0,117.0,0.99411,3.36,0.68,10.1,6,7.73,2.576658077806407,100.0,0
7.3,0.22,0.26,1.5,0.04,32.0,172.0,0.99194,3.27,0.48,11.2,6,7.779999999999999,5.1866320891194055,140.0,0
8.1,0.34,0.28,7.5,0.04,70.0,230.0,0.99558,3.14,0.55,9.8,6,8.719999999999999,1.1626651164465114,160.0,0
6.4,0.28,0.17,8.3,0.042,61.0,195.0,0.99577,3.22,0.46,9.4,5,6.8500000000000005,0.8253002104816741,134.0,0
